Filename,Frame,Technique,Kernel,Method,IoU,Intersection Area,Union Area
WW182S125GN10.mat,10,gaussian,3,q1,0.8394518560664497,85582.17754688034,101950.07245311968
WW182S125GN10.mat,10,gaussian,3,avg_min_intensity,0.7099058774767726,72312.66810543876,101862.33189456127
WW182S125GN10.mat,10,gaussian,5,q1,0.8899827411233059,90767.825950541,101988.29904945902
WW182S125GN10.mat,10,gaussian,5,avg_min_intensity,0.601826958551677,61241.14623732547,101758.72876267454
WW182S125GN10.mat,10,gaussian,7,q1,0.8310907673233822,87727.75534402345,105557.36965597655
WW182S125GN10.mat,10,gaussian,7,avg_min_intensity,0.5899447049214668,60456.12955467269,102477.62044532731
WW182S125GN10.mat,10,gaussian,9,q1,0.86866280193588,89112.40177513228,102585.72322486773
WW182S125GN10.mat,10,gaussian,9,avg_min_intensity,0.52385859925346,53284.096110240105,101714.65388975988
WW182S125GN10.mat,10,gaussian,11,q1,0.9114744016637902,92986.59499192674,102017.78000807324
WW182S125GN10.mat,10,gaussian,11,avg_min_intensity,0.4827827803972902,49088.505557746474,101678.24444225352
WW182S125GN10.mat,10,gaussian,13,q1,0.8292961783404711,87654.1779296875,105697.0720703125
WW182S125GN10.mat,10,gaussian,13,avg_min_intensity,0.5072022904628405,51581.47248908768,101698.0275109123
WW182S125GN10.mat,10,gaussian,15,q1,0.8690936733304738,90089.20388692606,103658.79611307393
WW182S125GN10.mat,10,gaussian,15,avg_min_intensity,0.4710224817764893,47894.505432953665,101681.99456704633
WW182S125GN10.mat,10,gaussian,17,q1,0.8675590721586778,89819.71898582502,103531.53101417498
WW182S125GN10.mat,10,gaussian,17,avg_min_intensity,0.6483862667751832,66014.09159211331,101812.90840788669
WW182S125GN10.mat,10,gaussian,19,q1,0.8320637240003648,89105.21406422573,107089.41093577427
WW182S125GN10.mat,10,gaussian,19,avg_min_intensity,0.6028546572278439,61356.13160947079,101775.9933905292
WW182S125GN10.mat,10,gaussian,21,q1,0.8385318719478031,88516.88415599358,105561.74084400643
WW182S125GN10.mat,10,gaussian,21,avg_min_intensity,0.6254210468206064,63659.642789297286,101786.85721070273
WW182S125GN10.mat,10,gaussian,23,q1,0.9314184584741241,95475.02541442527,102504.97458557472
WW182S125GN10.mat,10,gaussian,23,avg_min_intensity,0.6112883367505783,62214.962903833395,101776.7870961666
WW182S125GN10.mat,10,gaussian,25,q1,0.9035709979895298,97114.23929100524,107478.26070899474
WW182S125GN10.mat,10,gaussian,25,avg_min_intensity,0.6783684179077579,70719.33865191262,104249.16134808738
WW182S125GN10.mat,10,gaussian,27,q1,0.8921064625632446,94093.54808353345,105473.45191646655
WW182S125GN10.mat,10,gaussian,27,avg_min_intensity,0.6481932462539001,66522.27447019526,102627.22552980474
WW182S125GN10.mat,10,gaussian,29,q1,0.877099906822473,94548.04306153962,107796.20693846038
WW182S125GN10.mat,10,gaussian,29,avg_min_intensity,0.7188583940945467,74391.871875,103486.128125
WW182S125GN10.mat,10,gaussian,31,q1,0.9113717344033451,96985.35247090989,106416.8975290901
WW182S125GN10.mat,10,gaussian,31,avg_min_intensity,0.7031133124953178,71606.11878461315,101841.50621538685
WW141S050G0.mat,10,gaussian,3,q1,0.5596815777059991,53611.575969140424,95789.42403085956
WW141S050G0.mat,10,gaussian,3,avg_min_intensity,0.7939306733499258,69426.53225789565,87446.59274210436
WW141S050G0.mat,10,gaussian,5,q1,0.5667358901031226,49163.31170704253,86748.18829295746
WW141S050G0.mat,10,gaussian,5,avg_min_intensity,0.4698451341985914,44459.54467727543,94625.95532272455
WW141S050G0.mat,10,gaussian,7,q1,0.29359276698325965,30891.387022970834,105218.48797702917
WW141S050G0.mat,10,gaussian,7,avg_min_intensity,0.6693864689934462,56459.54137679965,84345.20862320035
WW141S050G0.mat,10,gaussian,9,q1,0.31835269073532035,33330.554357165835,104696.94564283418
WW141S050G0.mat,10,gaussian,9,avg_min_intensity,0.6602394540205179,64777.84546360989,98112.65453639011
WW141S050G0.mat,10,gaussian,11,q1,0.3920425974814893,38649.373173000284,98584.62682699972
WW141S050G0.mat,10,gaussian,11,avg_min_intensity,0.735531538255317,73518.12450218266,99952.37549781735
WW141S050G0.mat,10,gaussian,13,q1,0.42241142197231074,40145.430209041304,95038.69479095869
WW141S050G0.mat,10,gaussian,13,avg_min_intensity,0.7830070884940256,73740.26672132513,94175.73327867487
WW141S050G0.mat,10,gaussian,15,q1,0.3570258742509114,37462.46847203995,104929.28152796006
WW141S050G0.mat,10,gaussian,15,avg_min_intensity,0.5057996209218006,42609.84150650292,84242.53349349707
WW141S050G0.mat,10,gaussian,17,q1,0.3190514621071225,33130.10939639331,103839.39060360668
WW141S050G0.mat,10,gaussian,17,avg_min_intensity,0.49101702533736746,41360.878693064005,84235.12130693598
WW141S050G0.mat,10,gaussian,19,q1,0.3886017595504374,36036.42889917585,92733.57110082413
WW141S050G0.mat,10,gaussian,19,avg_min_intensity,0.5558986575680328,46858.05629740277,84292.44370259721
WW141S050G0.mat,10,gaussian,21,q1,0.28921839655208165,26514.29919081955,91675.70080918047
WW141S050G0.mat,10,gaussian,21,avg_min_intensity,0.6303110549238844,53134.12124963431,84298.25375036571
WW141S050G0.mat,10,gaussian,23,q1,0.41612609382018834,42074.72698595203,101110.52301404795
WW141S050G0.mat,10,gaussian,23,avg_min_intensity,0.7159464911824877,60486.27438362484,84484.35061637517
WW141S050G0.mat,10,gaussian,25,q1,0.34853155348564446,36955.33674610319,106031.5382538968
WW141S050G0.mat,10,gaussian,25,avg_min_intensity,0.6391161540861802,53896.35713428048,84329.51786571952
WW141S050G0.mat,10,gaussian,27,q1,0.2732144670567811,29959.368352981364,109655.13164701863
WW141S050G0.mat,10,gaussian,27,avg_min_intensity,0.49427936398930633,41632.27398476025,84228.22601523975
WW141S050G0.mat,10,gaussian,29,q1,0.33331287960642586,32703.463615287295,98116.4113847127
WW141S050G0.mat,10,gaussian,29,avg_min_intensity,0.605992190286075,51084.14486548073,84298.35513451928
WW141S050G0.mat,10,gaussian,31,q1,0.1939579239433954,20789.724458262175,107186.7755417378
WW141S050G0.mat,10,gaussian,31,avg_min_intensity,0.5722721384656789,48241.2978252846,84297.82717471539
WW172S125GN0.mat,10,gaussian,3,q1,0.697254932920211,71559.058595716,102629.69140428399
WW172S125GN0.mat,10,gaussian,3,avg_min_intensity,0.7288304565023775,76555.67614692419,105039.07385307581
WW172S125GN0.mat,10,gaussian,5,q1,0.6069215774469019,62268.25449065014,102596.87050934986
WW172S125GN0.mat,10,gaussian,5,avg_min_intensity,0.5703117916382604,64079.05876851474,112357.94123148528
WW172S125GN0.mat,10,gaussian,7,q1,0.5936416054530524,60896.033074046674,102580.46692595333
WW172S125GN0.mat,10,gaussian,7,avg_min_intensity,0.6555365716357265,69758.36030755239,106414.1396924476
WW172S125GN0.mat,10,gaussian,9,q1,0.6063565321438742,62207.205026529125,102591.79497347085
WW172S125GN0.mat,10,gaussian,9,avg_min_intensity,0.5270120180811777,56876.47021723892,107922.52978276109
WW172S125GN0.mat,10,gaussian,11,q1,0.581538074907099,59649.009214798956,102571.11578520102
WW172S125GN0.mat,10,gaussian,11,avg_min_intensity,0.5104911236060529,57662.68544464057,112955.31455535944
WW172S125GN0.mat,10,gaussian,13,q1,0.559711871030445,57406.85772260223,102565.0172773978
WW172S125GN0.mat,10,gaussian,13,avg_min_intensity,0.6165649718384378,63258.587384774764,102598.41261522523
WW172S125GN0.mat,10,gaussian,15,q1,0.547079183913994,56101.69893429985,102547.67606570014
WW172S125GN0.mat,10,gaussian,15,avg_min_intensity,0.6777965550458039,69567.4069723407,102637.5930276593
WW172S125GN0.mat,10,gaussian,17,q1,0.5676353905091538,58212.590102878705,102552.78489712131
WW172S125GN0.mat,10,gaussian,17,avg_min_intensity,0.6091011071497784,62482.31397845837,102581.18602154162
WW172S125GN0.mat,10,gaussian,19,q1,0.6087641323402156,62460.82712719819,102602.67287280184
WW172S125GN0.mat,10,gaussian,19,avg_min_intensity,0.4141734923703344,44237.02996314873,106807.97003685127
WW172S125GN0.mat,10,gaussian,21,q1,0.5749422452180607,58978.04989956518,102580.8251004348
WW172S125GN0.mat,10,gaussian,21,avg_min_intensity,0.6509336229117634,69461.66828934448,106710.83171065552
WW172S125GN0.mat,10,gaussian,23,q1,0.5577779743616524,57208.49867786222,102565.00132213779
WW172S125GN0.mat,10,gaussian,23,avg_min_intensity,0.6168309681661385,63275.46657717082,102581.53342282919
WW172S125GN0.mat,10,gaussian,25,q1,0.48444204310147854,49659.81808083623,102509.30691916378
WW172S125GN0.mat,10,gaussian,25,avg_min_intensity,0.5990020731282473,61438.0907663498,102567.40923365019
WW172S125GN0.mat,10,gaussian,27,q1,0.5399766958541314,55373.69493463648,102548.30506536351
WW172S125GN0.mat,10,gaussian,27,avg_min_intensity,0.6411660864737125,66759.88778640846,104122.61221359154
WW172S125GN0.mat,10,gaussian,29,q1,0.578167879519662,59454.192583273114,102832.0574167269
WW172S125GN0.mat,10,gaussian,29,avg_min_intensity,0.5778074086696072,59261.1902169738,102562.18478302623
WW172S125GN0.mat,10,gaussian,31,q1,0.5908240998592402,60591.56053214932,102554.31446785065
WW172S125GN0.mat,10,gaussian,31,avg_min_intensity,0.5476436115549588,56162.496960408535,102553.00303959147
WW172S150G0.mat,10,gaussian,3,q1,0.6760339416563046,69514.77722583344,102827.34777416654
WW172S150G0.mat,10,gaussian,3,avg_min_intensity,0.5446837470400542,55967.70779278537,102752.66720721465
WW172S150G0.mat,10,gaussian,5,q1,0.6864955415744085,70610.21171005434,102856.03828994566
WW172S150G0.mat,10,gaussian,5,avg_min_intensity,0.688736548287011,74063.83134159449,107535.79365840554
WW172S150G0.mat,10,gaussian,7,q1,0.5935318023944212,61013.92609029947,102798.07390970053
WW172S150G0.mat,10,gaussian,7,avg_min_intensity,0.5949500265567398,66827.8506116115,112325.1493883885
WW172S150G0.mat,10,gaussian,9,q1,0.5882114504298332,60473.641739921266,102809.35826007873
WW172S150G0.mat,10,gaussian,9,avg_min_intensity,0.5271905320248447,54174.41007417996,102760.58992582004
WW172S150G0.mat,10,gaussian,11,q1,0.5960558862044876,61275.27516934365,102801.22483065636
WW172S150G0.mat,10,gaussian,11,avg_min_intensity,0.6653386395874819,70730.09292922338,106306.90707077662
WW172S150G0.mat,10,gaussian,13,q1,0.5357749642753468,55048.69628611764,102745.92871388236
WW172S150G0.mat,10,gaussian,13,avg_min_intensity,0.5479488299273033,56301.47952168448,102749.52047831552
WW172S150G0.mat,10,gaussian,15,q1,0.5896656012910126,60690.32788196164,102923.29711803836
WW172S150G0.mat,10,gaussian,15,avg_min_intensity,0.651544244504713,66998.72086216266,102830.65413783732
WW172S150G0.mat,10,gaussian,17,q1,0.6037162568300178,62289.06483642327,103176.06016357674
WW172S150G0.mat,10,gaussian,17,avg_min_intensity,0.5648584190479734,58652.94966284225,103836.55033715777
WW172S150G0.mat,10,gaussian,19,q1,0.5649283771508676,58060.824790589686,102775.55020941031
WW172S150G0.mat,10,gaussian,19,avg_min_intensity,0.42809674463618524,43951.735683128005,102667.764316872
WW172S150G0.mat,10,gaussian,21,q1,0.6126480109776062,63438.29531596848,103547.70468403153
WW172S150G0.mat,10,gaussian,21,avg_min_intensity,0.4647849931429024,49481.681354675595,106461.44364532441
WW172S150G0.mat,10,gaussian,23,q1,0.7032958544145531,72361.91001256085,102889.71498743913
WW172S150G0.mat,10,gaussian,23,avg_min_intensity,0.6720496743863694,69110.28724275215,102835.08775724786
WW172S150G0.mat,10,gaussian,25,q1,0.5755419671117565,59163.80947648327,102796.6905235167
WW172S150G0.mat,10,gaussian,25,avg_min_intensity,0.725733701254666,74672.95232358063,102893.04767641936
WW172S150G0.mat,10,gaussian,27,q1,0.6008184570799476,61779.661584657864,102825.83841534214
WW172S150G0.mat,10,gaussian,27,avg_min_intensity,0.7112879616247288,73199.727246812,102911.52275318801
WW172S150G0.mat,10,gaussian,29,q1,0.7446840425641885,76637.27666980721,102912.47333019279
WW172S150G0.mat,10,gaussian,29,avg_min_intensity,0.6802488511863316,69960.11492360679,102844.88507639321
WW172S150G0.mat,10,gaussian,31,q1,0.6761445522314982,69601.58594852872,102938.91405147128
WW172S150G0.mat,10,gaussian,31,avg_min_intensity,0.5787511657115635,59469.73145400142,102755.26854599855
WW182S175G0.mat,10,gaussian,3,q1,0.48447792223375036,49407.12100474903,101980.12899525097
WW182S175G0.mat,10,gaussian,3,avg_min_intensity,0.8653047117455,88387.33850347872,102145.9114965213
WW182S175G0.mat,10,gaussian,5,q1,0.7667789627809156,78214.186568196,102003.563431804
WW182S175G0.mat,10,gaussian,5,avg_min_intensity,0.6043355851318137,61609.088703485955,101945.16129651407
WW182S175G0.mat,10,gaussian,7,q1,0.865627117266299,88834.52685204071,102624.47314795929
WW182S175G0.mat,10,gaussian,7,avg_min_intensity,0.5139585181091562,57072.30344201045,111044.57155798955
WW182S175G0.mat,10,gaussian,9,q1,0.8862019837789946,90419.98082480366,102030.89417519633
WW182S175G0.mat,10,gaussian,9,avg_min_intensity,0.4521919856172828,46069.14216212072,101879.60783787927
WW182S175G0.mat,10,gaussian,11,q1,0.7515975882610131,76649.13550294837,101981.61449705162
WW182S175G0.mat,10,gaussian,11,avg_min_intensity,0.4948204726133477,50419.1587056565,101893.8412943435
WW182S175G0.mat,10,gaussian,13,q1,0.9331305869643336,96248.35565265367,103145.64434734632
WW182S175G0.mat,10,gaussian,13,avg_min_intensity,0.5865308806985347,59780.52965922491,101922.22034077508
WW182S175G0.mat,10,gaussian,15,q1,0.9183923145626752,94696.18241673998,103110.81758326004
WW182S175G0.mat,10,gaussian,15,avg_min_intensity,0.5155034073535022,52529.52603598118,101899.4739640188
WW182S175G0.mat,10,gaussian,17,q1,0.9095996498928948,97182.16170630023,106840.58829369978
WW182S175G0.mat,10,gaussian,17,avg_min_intensity,0.5823782676367825,59367.03679564308,101938.9632043569
WW182S175G0.mat,10,gaussian,19,q1,0.9598482933514695,98690.81716651413,102819.18283348587
WW182S175G0.mat,10,gaussian,19,avg_min_intensity,0.48429038364347465,49351.08573443987,101903.91426556013
WW182S175G0.mat,10,gaussian,21,q1,0.8527778376126047,91714.18225881924,107547.56774118076
WW182S175G0.mat,10,gaussian,21,avg_min_intensity,0.6238516956986745,63596.42464648471,101941.57535351528
WW182S175G0.mat,10,gaussian,23,q1,0.926937815097541,95566.9694514666,103099.65554853338
WW182S175G0.mat,10,gaussian,23,avg_min_intensity,0.6665094822758582,67951.2849397988,101950.9650602012
WW182S175G0.mat,10,gaussian,25,q1,0.9255069372078033,101783.46636625892,109975.90863374107
WW182S175G0.mat,10,gaussian,25,avg_min_intensity,0.6640992830365308,70099.44885099227,105555.67614900773
WW182S175G0.mat,10,gaussian,27,q1,0.9210118519772645,98894.77544017295,107376.22455982705
WW182S175G0.mat,10,gaussian,27,avg_min_intensity,0.672948321734453,68609.66330098837,101953.83669901165
WW182S175G0.mat,10,gaussian,29,q1,0.726508453948402,78339.23549798164,107829.76450201837
WW182S175G0.mat,10,gaussian,29,avg_min_intensity,0.740033874728759,75465.18642878583,101975.31357121418
WW182S175G0.mat,10,gaussian,31,q1,0.9306034498771225,97643.29367934525,104924.70632065478
WW182S175G0.mat,10,gaussian,31,avg_min_intensity,0.7477469002300093,76254.70312552474,101979.29687447524
WW172S050G0.mat,10,gaussian,3,q1,0.7071655692803771,73083.6720226843,103347.3279773157
WW172S050G0.mat,10,gaussian,3,avg_min_intensity,0.7196748405467712,81307.14201323251,112977.60798676749
WW172S050G0.mat,10,gaussian,5,q1,0.6765611931155536,69916.30434782608,103340.6956521739
WW172S050G0.mat,10,gaussian,5,avg_min_intensity,0.5228845135802672,61940.075614366724,118458.42438563328
WW172S050G0.mat,10,gaussian,7,q1,0.6944026974822308,71763.2325141777,103345.26748582232
WW172S050G0.mat,10,gaussian,7,avg_min_intensity,0.6944430639324395,74258.92927203339,106933.07072796661
WW172S050G0.mat,10,gaussian,9,q1,0.7062349674101681,72999.9350189036,103364.93998109641
WW172S050G0.mat,10,gaussian,9,avg_min_intensity,0.583273046713518,67725.0,116112.0
WW172S050G0.mat,10,gaussian,11,q1,0.6313719300400801,65211.15311909263,103284.84688090737
WW172S050G0.mat,10,gaussian,11,avg_min_intensity,0.3112086665922114,36225.0,116401.0
WW172S050G0.mat,10,gaussian,13,q1,0.6319858267503315,65608.50161085275,103813.24838914725
WW172S050G0.mat,10,gaussian,13,avg_min_intensity,0.6162876248535876,63642.1077504726,103266.89224952742
WW172S050G0.mat,10,gaussian,15,q1,0.6120385720117927,63570.75829309676,103867.24170690322
WW172S050G0.mat,10,gaussian,15,avg_min_intensity,0.5964125888194582,61565.92627599243,103227.07372400757
WW172S050G0.mat,10,gaussian,17,q1,0.6462295752527897,66766.30434782608,103316.6956521739
WW172S050G0.mat,10,gaussian,17,avg_min_intensity,0.6738961624830551,69645.28893800487,103347.21106199516
WW172S050G0.mat,10,gaussian,19,q1,0.6126976280827825,63713.6944857455,103988.80551425449
WW172S050G0.mat,10,gaussian,19,avg_min_intensity,0.553430738896388,58803.96975425331,106253.53024574669
WW172S050G0.mat,10,gaussian,21,q1,0.5763851430037763,60278.63860575271,104580.4863942473
WW172S050G0.mat,10,gaussian,21,avg_min_intensity,0.6239240645007115,64432.585066162574,103269.91493383744
WW172S050G0.mat,10,gaussian,23,q1,0.6399993151245031,66373.81034885196,103709.18965114804
WW172S050G0.mat,10,gaussian,23,avg_min_intensity,0.608372501468216,62833.76654064272,103281.73345935727
WW172S050G0.mat,10,gaussian,25,q1,0.5543864325465221,57241.995510396984,103252.87948960303
WW172S050G0.mat,10,gaussian,25,avg_min_intensity,0.6664842301809014,68868.28922495274,103330.71077504725
WW172S050G0.mat,10,gaussian,27,q1,0.5828801719296074,60220.765783290655,103315.85921670934
WW172S050G0.mat,10,gaussian,27,avg_min_intensity,0.6391325972727083,66009.56994328921,103279.93005671077
WW172S050G0.mat,10,gaussian,29,q1,0.4098532014291148,42274.03709829868,103144.33790170134
WW172S050G0.mat,10,gaussian,29,avg_min_intensity,0.6212842191619017,65379.37145557656,105232.62854442344
WW172S050G0.mat,10,gaussian,31,q1,0.35456150200663183,36557.96313799622,103107.53686200379
WW172S050G0.mat,10,gaussian,31,avg_min_intensity,0.5952031110638689,62178.49260307243,104466.00739692757
WW141S125GN10.mat,10,gaussian,3,q1,0.347647995273903,34634.96512528147,99626.5348747185
WW141S125GN10.mat,10,gaussian,3,avg_min_intensity,0.697685383898707,60720.151174116705,87030.84882588327
WW141S125GN10.mat,10,gaussian,5,q1,0.31840003236949893,31865.87366472995,100081.25133527006
WW141S125GN10.mat,10,gaussian,5,avg_min_intensity,0.6715944859745093,59866.51203936908,89140.8629606309
WW141S125GN10.mat,10,gaussian,7,q1,0.3748666098689609,36228.681267879205,96644.1937321208
WW141S125GN10.mat,10,gaussian,7,avg_min_intensity,0.6694541639027141,54846.72365195083,81927.52634804917
WW141S125GN10.mat,10,gaussian,9,q1,0.3939523610413997,39532.83838916038,100349.28661083961
WW141S125GN10.mat,10,gaussian,9,avg_min_intensity,0.5686622064779775,47808.72525826038,84072.27474173962
WW141S125GN10.mat,10,gaussian,11,q1,0.3774918775527052,37427.64971779729,99148.22528220271
WW141S125GN10.mat,10,gaussian,11,avg_min_intensity,0.753590670895318,62244.40228274918,82597.09771725081
WW141S125GN10.mat,10,gaussian,13,q1,0.25860062316295906,25833.621347195116,99897.7536528049
WW141S125GN10.mat,10,gaussian,13,avg_min_intensity,0.4796170479920427,39834.07725237504,83053.92274762495
WW141S125GN10.mat,10,gaussian,15,q1,0.21229404348153952,21739.86706108886,102404.50793891113
WW141S125GN10.mat,10,gaussian,15,avg_min_intensity,0.5345486299106624,43728.489179571836,81804.51082042817
WW141S125GN10.mat,10,gaussian,17,q1,0.314019995736745,31879.92294994447,101521.95205005554
WW141S125GN10.mat,10,gaussian,17,avg_min_intensity,0.6171465484382016,51288.26390178954,83105.48609821047
WW141S125GN10.mat,10,gaussian,19,q1,0.21644481825180492,22618.75334033765,104501.24665966234
WW141S125GN10.mat,10,gaussian,19,avg_min_intensity,0.48051750118311226,39412.436397350815,82020.8136026492
WW141S125GN10.mat,10,gaussian,21,q1,0.24689471912356353,25589.719349425603,103646.2806505744
WW141S125GN10.mat,10,gaussian,21,avg_min_intensity,0.6273203222930134,52037.24393464785,82951.63106535215
WW141S125GN10.mat,10,gaussian,23,q1,0.2538090142514519,26669.947325530047,105078.80267446996
WW141S125GN10.mat,10,gaussian,23,avg_min_intensity,0.5029796661097874,41036.5678777641,81586.9321222359
WW141S125GN10.mat,10,gaussian,25,q1,0.1940982899352331,20071.935116546083,103411.18988345392
WW141S125GN10.mat,10,gaussian,25,avg_min_intensity,0.5191414872160757,42627.66180078582,82111.83819921418
WW141S125GN10.mat,10,gaussian,27,q1,0.22751886811437472,22630.041105325166,99464.45889467483
WW141S125GN10.mat,10,gaussian,27,avg_min_intensity,0.49359476624088916,40698.74294114741,82453.75705885259
WW141S125GN10.mat,10,gaussian,29,q1,0.16400043728642666,16773.79357834998,102278.95642165003
WW141S125GN10.mat,10,gaussian,29,avg_min_intensity,0.5208779697564193,42540.23948600669,81670.26051399331
WW141S125GN10.mat,10,gaussian,31,q1,0.19736602696194158,20343.255446595507,103073.74455340448
WW141S125GN10.mat,10,gaussian,31,avg_min_intensity,0.4799663321722922,38717.09739301601,80666.27760698399
WW182S075G0.mat,10,gaussian,3,q1,0.6501723902120747,68270.86845821454,105004.25654178546
WW182S075G0.mat,10,gaussian,3,avg_min_intensity,0.6386648208055116,71064.2406088356,111270.00939116439
WW182S075G0.mat,10,gaussian,5,q1,0.8556933237584542,89931.93041075194,105098.31958924807
WW182S075G0.mat,10,gaussian,5,avg_min_intensity,0.5523815869403956,57868.03055270895,104760.96944729108
WW182S075G0.mat,10,gaussian,7,q1,0.9155918886917294,96252.38723727287,105125.86276272712
WW182S075G0.mat,10,gaussian,7,avg_min_intensity,0.5592467152616614,58590.16103200281,104766.21396799719
WW182S075G0.mat,10,gaussian,9,q1,0.8374409921808885,87953.66893367433,105026.70606632569
WW182S075G0.mat,10,gaussian,9,avg_min_intensity,0.5226466951457807,64901.14534547866,124177.85465452132
WW182S075G0.mat,10,gaussian,11,q1,0.8923597666532395,93776.86753995436,105088.63246004563
WW182S075G0.mat,10,gaussian,11,avg_min_intensity,0.5891110906500856,71320.55469207311,121064.69530792689
WW182S075G0.mat,10,gaussian,13,q1,0.8304996998868516,87825.41437476584,105750.08562523418
WW182S075G0.mat,10,gaussian,13,avg_min_intensity,0.5376238458202997,56330.79246972099,104777.332530279
WW182S075G0.mat,10,gaussian,15,q1,0.9217277685108719,97507.80328080327,105788.07171919673
WW182S075G0.mat,10,gaussian,15,avg_min_intensity,0.61560185257054,66931.0498699832,108724.57513001679
WW182S075G0.mat,10,gaussian,17,q1,0.8822387601458173,93986.64338016247,106531.98161983755
WW182S075G0.mat,10,gaussian,17,avg_min_intensity,0.5509153399676788,57722.01097176495,104774.73902823507
WW182S075G0.mat,10,gaussian,19,q1,0.9410248308155414,98944.21056938848,105145.1644306115
WW182S075G0.mat,10,gaussian,19,avg_min_intensity,0.5673150341901647,59440.63804805472,104775.36195194528
WW182S075G0.mat,10,gaussian,21,q1,0.9236672443671946,97900.21568060928,105990.78431939072
WW182S075G0.mat,10,gaussian,21,avg_min_intensity,0.6247299807223525,65482.390682989,104817.109317011
WW182S075G0.mat,10,gaussian,23,q1,0.914997374749213,97167.59854468094,106194.40145531905
WW182S075G0.mat,10,gaussian,23,avg_min_intensity,0.7040142850735805,73856.22218790064,104907.27781209938
WW182S075G0.mat,10,gaussian,25,q1,0.9145881485227754,96702.67478895932,105733.57521104069
WW182S075G0.mat,10,gaussian,25,avg_min_intensity,0.6807516602674711,72698.84900168196,106792.02599831804
WW182S075G0.mat,10,gaussian,27,q1,0.8926156976210596,96067.69868451328,107624.92631548668
WW182S075G0.mat,10,gaussian,27,avg_min_intensity,0.7207701323794522,75625.57838841829,104923.29661158173
WW182S075G0.mat,10,gaussian,29,q1,0.8152920810427023,86018.84347424805,105506.78152575194
WW182S075G0.mat,10,gaussian,29,avg_min_intensity,0.7314188230714957,76745.75906951477,104927.2409304852
WW182S075G0.mat,10,gaussian,31,q1,0.8775724668573375,92269.2689202182,105141.4810797818
