Filename,Frame,Technique,Kernel,Method,IoU,Intersection Area,Union Area
WW182S075G0.mat,10,gaussian,31,avg_min_intensity,0.7323445197800447,77137.27829116363,105329.22170883638
WW141S150G0.mat,10,gaussian,3,q1,0.44162918529422013,44452.052189907205,100654.6978100928
WW141S150G0.mat,10,gaussian,3,avg_min_intensity,0.4996961328699431,51499.99676996241,103062.62823003759
WW141S150G0.mat,10,gaussian,5,q1,0.3438678913520374,34050.36189380264,99021.63810619737
WW141S150G0.mat,10,gaussian,5,avg_min_intensity,0.6993792428203873,62848.237922156295,89862.8870778437
WW141S150G0.mat,10,gaussian,7,q1,0.40971777817962857,40828.26714254854,99649.73285745145
WW141S150G0.mat,10,gaussian,7,avg_min_intensity,0.5385257301223275,48083.26920651401,89286.85579348599
WW141S150G0.mat,10,gaussian,9,q1,0.29227865473916176,30695.533072347604,105021.46692765238
WW141S150G0.mat,10,gaussian,9,avg_min_intensity,0.5270988923746118,46205.49273495541,87660.00726504457
WW141S150G0.mat,10,gaussian,11,q1,0.30768137614346375,32492.64661647247,105604.85338352752
WW141S150G0.mat,10,gaussian,11,avg_min_intensity,0.7506751356380597,66190.12399703963,88174.12600296036
WW141S150G0.mat,10,gaussian,13,q1,0.3748882024059005,37636.75763514041,100394.61736485959
WW141S150G0.mat,10,gaussian,13,avg_min_intensity,0.47339491276232326,41459.42798295171,87578.9470170483
WW141S150G0.mat,10,gaussian,15,q1,0.9001168606313951,79389.80633825,88199.44366174999
WW141S150G0.mat,10,gaussian,15,avg_min_intensity,0.4727470376653165,41399.675279731506,87572.57472026847
WW141S150G0.mat,10,gaussian,17,q1,0.38660599486359143,37692.38805199364,97495.61194800634
WW141S150G0.mat,10,gaussian,17,avg_min_intensity,0.6951501651825643,61132.630984822674,87941.61901517735
WW141S150G0.mat,10,gaussian,19,q1,0.445392708733917,43552.69489349362,97784.93010650636
WW141S150G0.mat,10,gaussian,19,avg_min_intensity,0.3764268265220647,32920.56998330647,87455.43001669354
WW141S150G0.mat,10,gaussian,21,q1,0.15629097527884842,16520.975765886782,105706.52423411323
WW141S150G0.mat,10,gaussian,21,avg_min_intensity,0.580809827029257,50957.451148861524,87735.17385113848
WW141S150G0.mat,10,gaussian,23,q1,0.33889798546568617,34569.88028711071,102006.74471288928
WW141S150G0.mat,10,gaussian,23,avg_min_intensity,0.31554419372767434,27572.611040105716,87381.13895989429
WW141S150G0.mat,10,gaussian,25,q1,0.6969107844036354,72195.35450998346,103593.39549001654
WW141S150G0.mat,10,gaussian,25,avg_min_intensity,0.38775842501406393,33930.2977625091,87503.70223749091
WW141S150G0.mat,10,gaussian,27,q1,0.14529750850370496,15271.431880169333,105104.56811983067
WW141S150G0.mat,10,gaussian,27,avg_min_intensity,0.3830870292500383,33524.861090076556,87512.38890992341
WW141S150G0.mat,10,gaussian,29,q1,0.8326342003998415,76021.88663343545,91302.86336656455
WW141S150G0.mat,10,gaussian,29,avg_min_intensity,0.39318591372709094,34420.484102949995,87542.51589705002
WW141S150G0.mat,10,gaussian,31,q1,0.18264123610833066,19121.296161250615,104693.20383874938
WW141S150G0.mat,10,gaussian,31,avg_min_intensity,0.48842767550671023,42821.330698287755,87671.79430171225
WW172S175G0.mat,10,gaussian,3,q1,0.6684044620553644,68010.69324966021,101750.80675033979
WW172S175G0.mat,10,gaussian,3,avg_min_intensity,0.6823724355722838,69445.53242297415,101770.71757702583
WW172S175G0.mat,10,gaussian,5,q1,0.595073450454231,60520.566682311095,101702.6833176889
WW172S175G0.mat,10,gaussian,5,avg_min_intensity,0.7008769260626795,71533.66281246603,102063.08718753394
WW172S175G0.mat,10,gaussian,7,q1,0.678212681278824,69032.93748288632,101786.56251711369
WW172S175G0.mat,10,gaussian,7,avg_min_intensity,0.29814760693388564,37227.69544648688,124863.30455351311
WW172S175G0.mat,10,gaussian,9,q1,0.615375831745416,62604.87539168907,101734.37460831094
WW172S175G0.mat,10,gaussian,9,avg_min_intensity,0.32514459125290096,37759.6446418626,116131.8553581374
WW172S175G0.mat,10,gaussian,11,q1,0.5906768152991319,60092.13231226326,101734.36768773677
WW172S175G0.mat,10,gaussian,11,avg_min_intensity,0.3798746990872359,39598.78870900518,104241.71129099482
WW172S175G0.mat,10,gaussian,13,q1,0.6061518528407029,61671.252085532564,101742.24791446741
WW172S175G0.mat,10,gaussian,13,avg_min_intensity,0.6173563179271793,62805.17236960304,101732.45263039695
WW172S175G0.mat,10,gaussian,15,q1,0.6508832822082207,66279.02291210537,101829.3520878946
WW172S175G0.mat,10,gaussian,15,avg_min_intensity,0.49139093542991025,49920.60113095683,101590.39886904319
WW172S175G0.mat,10,gaussian,17,q1,0.6206375334696315,63390.99180093527,102138.50819906473
WW172S175G0.mat,10,gaussian,17,avg_min_intensity,0.5123660723449459,56885.293038904885,111024.70696109511
WW172S175G0.mat,10,gaussian,19,q1,0.6477534194635951,65929.63321715401,101781.99178284596
WW172S175G0.mat,10,gaussian,19,avg_min_intensity,0.5788185788360825,58867.41694194461,101702.70805805539
WW172S175G0.mat,10,gaussian,21,q1,0.5944289211893798,60479.454560697515,101743.79543930247
WW172S175G0.mat,10,gaussian,21,avg_min_intensity,0.571324542353567,58935.35288128557,103155.64711871443
WW172S175G0.mat,10,gaussian,23,q1,0.5738949803187585,59176.15777178839,103113.21722821164
WW172S175G0.mat,10,gaussian,23,avg_min_intensity,0.4605124015928676,46771.96033431805,101565.03966568194
WW172S175G0.mat,10,gaussian,25,q1,0.5795969764867586,58966.060362690274,101736.31463730973
WW172S175G0.mat,10,gaussian,25,avg_min_intensity,0.6679399352544395,67982.35531269244,101779.14468730755
WW172S175G0.mat,10,gaussian,27,q1,0.779287783616937,79390.95338904936,101876.29661095061
WW172S175G0.mat,10,gaussian,27,avg_min_intensity,0.6429289364453296,65423.73495225435,101758.89004774566
WW172S175G0.mat,10,gaussian,29,q1,0.7325241208181512,74739.99159617275,102030.75840382726
WW172S175G0.mat,10,gaussian,29,avg_min_intensity,0.4160126944349576,44046.4181186982,105877.58188130178
WW172S175G0.mat,10,gaussian,31,q1,0.640785150395839,65213.30822879059,101770.9417712094
WW172S175G0.mat,10,gaussian,31,avg_min_intensity,0.6654296175652189,67723.26053222425,101773.73946777575
WW141S125GP10.mat,10,gaussian,3,q1,0.43701009737578994,45882.9247752342,104992.82522476581
WW141S125GP10.mat,10,gaussian,3,avg_min_intensity,0.8767470881327792,77619.44994150703,88531.17505849295
WW141S125GP10.mat,10,gaussian,5,q1,0.37048160329954327,38069.0839181254,102755.6660818746
WW141S125GP10.mat,10,gaussian,5,avg_min_intensity,0.6884299487078301,62299.02247034126,90494.35252965873
WW141S125GP10.mat,10,gaussian,7,q1,0.430084492614188,41755.12799938886,97085.87200061117
WW141S125GP10.mat,10,gaussian,7,avg_min_intensity,0.47527080062379323,41575.98422823017,87478.51577176983
WW141S125GP10.mat,10,gaussian,9,q1,0.4849171945413256,45750.447430564374,94346.92756943563
WW141S125GP10.mat,10,gaussian,9,avg_min_intensity,0.6029536461954205,53866.88994205641,89338.3600579436
WW141S125GP10.mat,10,gaussian,11,q1,0.3803910805648783,36128.12019375337,94976.25480624662
WW141S125GP10.mat,10,gaussian,11,avg_min_intensity,0.8019670979649242,75799.5134288527,94516.9865711473
WW141S125GP10.mat,10,gaussian,13,q1,0.35801863993134364,36533.34983601852,102043.15016398148
WW141S125GP10.mat,10,gaussian,13,avg_min_intensity,0.5200789565361404,46145.5431921897,88727.95680781027
WW141S125GP10.mat,10,gaussian,15,q1,0.5444155308278678,52951.4920843265,97263.00791567352
WW141S125GP10.mat,10,gaussian,15,avg_min_intensity,0.4135825182858267,36172.02153741121,87460.22846258878
WW141S125GP10.mat,10,gaussian,17,q1,0.4299480324953124,45205.341652705494,105141.40834729452
WW141S125GP10.mat,10,gaussian,17,avg_min_intensity,0.5661525737951221,49568.498615478304,87553.25138452172
WW141S125GP10.mat,10,gaussian,19,q1,0.6452935503899936,57981.34120549002,89852.65879450997
WW141S125GP10.mat,10,gaussian,19,avg_min_intensity,0.3779488002340895,33039.72619161449,87418.52380838551
WW141S125GP10.mat,10,gaussian,21,q1,0.4239805586501584,41102.70734717045,96944.79265282956
WW141S125GP10.mat,10,gaussian,21,avg_min_intensity,0.5337153310642948,46750.34397968168,87594.15602031832
WW141S125GP10.mat,10,gaussian,23,q1,0.74968167059844,67421.92648011232,89934.07351988768
WW141S125GP10.mat,10,gaussian,23,avg_min_intensity,0.5378161257813048,47099.554200482744,87575.57079951727
WW141S125GP10.mat,10,gaussian,25,q1,0.2509623310591121,27323.017482060142,108872.98251793985
WW141S125GP10.mat,10,gaussian,25,avg_min_intensity,0.400507178342064,35015.10073558623,87426.89926441378
WW141S125GP10.mat,10,gaussian,27,q1,0.3389510701054276,36218.46050683198,106854.53949316803
WW141S125GP10.mat,10,gaussian,27,avg_min_intensity,0.45668450576359637,39962.27872823166,87505.22127176833
WW141S125GP10.mat,10,gaussian,29,q1,0.3912458565815188,40420.91445974208,103313.33554025793
WW141S125GP10.mat,10,gaussian,29,avg_min_intensity,0.4216682809341904,36885.193258242194,87474.43174175781
WW141S125GP10.mat,10,gaussian,31,q1,0.21770301125038669,23167.158081835223,106416.34191816478
WW141S125GP10.mat,10,gaussian,31,avg_min_intensity,0.4116877632291285,36016.06536738468,87483.9346326153
WW182S150G0.mat,10,gaussian,3,q1,0.6173634020083023,63031.2561436673,102097.4938563327
WW182S150G0.mat,10,gaussian,3,avg_min_intensity,0.8091642154643,84443.09052773083,104358.40947226915
WW182S150G0.mat,10,gaussian,5,q1,0.8680979849351894,88841.54380244527,102340.45619755473
WW182S150G0.mat,10,gaussian,5,avg_min_intensity,0.7207628062355655,75010.34641793174,104070.77858206829
WW182S150G0.mat,10,gaussian,7,q1,0.9496532514418191,97277.43572778828,102434.68927221172
WW182S150G0.mat,10,gaussian,7,avg_min_intensity,0.44819651348507233,45988.84253099297,102608.65746900703
WW182S150G0.mat,10,gaussian,9,q1,0.8464772738994351,86673.18819965443,102392.81180034557
WW182S150G0.mat,10,gaussian,9,avg_min_intensity,0.5667852847548029,57869.58153726854,102101.41846273145
WW182S150G0.mat,10,gaussian,11,q1,0.8160149440926565,84301.9404536862,103309.3095463138
WW182S150G0.mat,10,gaussian,11,avg_min_intensity,0.6208346472590135,64541.646292562735,103959.47870743726
WW182S150G0.mat,10,gaussian,13,q1,0.8981502565856504,92839.76116096119,103367.7388390388
WW182S150G0.mat,10,gaussian,13,avg_min_intensity,0.5776442460173598,58959.72778827978,102069.27221172022
WW182S150G0.mat,10,gaussian,15,q1,0.8730484455023517,92317.47448015123,105741.52551984877
WW182S150G0.mat,10,gaussian,15,avg_min_intensity,0.5594903222724334,57107.293005671076,102070.20699432892
WW182S150G0.mat,10,gaussian,17,q1,0.9031624479607022,95339.98582230625,105562.38917769377
WW182S150G0.mat,10,gaussian,17,avg_min_intensity,0.5176786859025413,53257.748582230626,102878.00141776937
WW182S150G0.mat,10,gaussian,19,q1,0.9081094945524073,95141.61720226842,104768.88279773157
WW182S150G0.mat,10,gaussian,19,avg_min_intensity,0.6209689781362241,63410.344045368605,102115.15595463138
WW182S150G0.mat,10,gaussian,21,q1,0.9326077145352347,96852.60869565218,103851.39130434782
WW182S150G0.mat,10,gaussian,21,avg_min_intensity,0.6877603111465697,70253.81285444234,102148.68714555766
WW182S150G0.mat,10,gaussian,23,q1,0.8881718734355631,93630.98298676749,105419.89201323251
WW182S150G0.mat,10,gaussian,23,avg_min_intensity,0.6653680284133978,67955.67013232515,102132.45486767485
WW182S150G0.mat,10,gaussian,25,q1,0.9497480395107227,98957.35444234405,104193.27055765595
WW182S150G0.mat,10,gaussian,25,avg_min_intensity,0.7421799303991906,77839.05103969754,104878.94896030246
WW182S150G0.mat,10,gaussian,27,q1,0.9149930910875455,96782.01134215502,105773.488657845
WW182S150G0.mat,10,gaussian,27,avg_min_intensity,0.7662010528163683,79552.31041824337,103826.93958175661
WW182S150G0.mat,10,gaussian,29,q1,0.9360586951044175,100138.86578449905,106979.25921550095
WW182S150G0.mat,10,gaussian,29,avg_min_intensity,0.7157567753461673,73189.51755716716,102254.73244283284
WW182S150G0.mat,10,gaussian,31,q1,0.931048820635406,100530.8418966557,107975.9081033443
WW182S150G0.mat,10,gaussian,31,avg_min_intensity,0.7846692507222488,80336.00404973933,102381.99595026065
WW141S075G0.mat,10,gaussian,3,q1,0.4596798463832404,43810.75998796299,95307.115012037
WW141S075G0.mat,10,gaussian,3,avg_min_intensity,0.6056872691986467,56044.05704543795,92529.69295456205
WW141S075G0.mat,10,gaussian,5,q1,0.4374169004846415,40966.30878044263,93655.06621955737
WW141S075G0.mat,10,gaussian,5,avg_min_intensity,0.8171489977260376,71153.13701517874,87074.86298482126
WW141S075G0.mat,10,gaussian,7,q1,0.6092947067580711,53247.20548711387,87391.54451288613
WW141S075G0.mat,10,gaussian,7,avg_min_intensity,0.8197642819111852,70474.00447311613,85968.62052688387
WW141S075G0.mat,10,gaussian,9,q1,0.4826598222439616,44943.522261007936,93116.35273899206
WW141S075G0.mat,10,gaussian,9,avg_min_intensity,0.6851026997179855,65001.96717373974,94879.15782626026
WW141S075G0.mat,10,gaussian,11,q1,0.6179303320409636,53158.04619738839,86025.9538026116
WW141S075G0.mat,10,gaussian,11,avg_min_intensity,0.6472709289837424,54482.44674214521,84172.5532578548
WW141S075G0.mat,10,gaussian,13,q1,0.5130022651945447,46474.61282990509,90593.38717009491
WW141S075G0.mat,10,gaussian,13,avg_min_intensity,0.7531209476209603,63456.3188284106,84257.8061715894
WW141S075G0.mat,10,gaussian,15,q1,0.37027022454924446,34357.88102617134,92791.36897382866
WW141S075G0.mat,10,gaussian,15,avg_min_intensity,0.6287295573131897,52937.135767348416,84196.98923265157
WW141S075G0.mat,10,gaussian,17,q1,0.3398768235066275,34299.387599980066,100917.11240001993
WW141S075G0.mat,10,gaussian,17,avg_min_intensity,0.644559512424246,54551.003171062635,84632.99682893738
WW141S075G0.mat,10,gaussian,19,q1,0.35517148327024095,34069.24806595514,95923.37693404488
WW141S075G0.mat,10,gaussian,19,avg_min_intensity,0.6815840407319301,57406.095289101024,84224.52971089898
WW141S075G0.mat,10,gaussian,21,q1,0.29648602605946217,29288.744363083515,98786.2556369165
WW141S075G0.mat,10,gaussian,21,avg_min_intensity,0.5677425493268431,47746.053504389194,84098.0714956108
WW141S075G0.mat,10,gaussian,23,q1,0.2920415709183827,28963.878784216606,99177.2462157834
WW141S075G0.mat,10,gaussian,23,avg_min_intensity,0.5474219244141986,46735.25467631673,85373.37032368327
WW141S075G0.mat,10,gaussian,25,q1,0.2927310968371359,29361.171531312357,100300.82846868764
WW141S075G0.mat,10,gaussian,25,avg_min_intensity,0.4857589012607332,41894.88081376864,86246.24418623136
WW141S075G0.mat,10,gaussian,27,q1,0.3084055605813329,30671.862172551686,99453.01282744831
WW141S075G0.mat,10,gaussian,27,avg_min_intensity,0.5875021884539624,49869.56878888136,84884.05621111864
WW141S075G0.mat,10,gaussian,29,q1,0.35503595465675436,36000.11632736142,101398.50867263858
WW141S075G0.mat,10,gaussian,29,avg_min_intensity,0.6422042451021461,55722.57148195,86767.67851805
WW141S075G0.mat,10,gaussian,31,q1,0.24380909191972544,23860.69496107834,97866.30503892167
WW141S075G0.mat,10,gaussian,31,avg_min_intensity,0.5297821765776243,44537.1295859987,84066.87041400131
WW141S175G0.mat,10,gaussian,3,q1,0.3981754309281185,40376.66501049612,101404.20998950387
WW141S175G0.mat,10,gaussian,3,avg_min_intensity,0.6892594514390988,64811.090202987914,94030.03479701206
WW141S175G0.mat,10,gaussian,5,q1,0.5889327511870514,54437.813956632046,92434.68604336798
WW141S175G0.mat,10,gaussian,5,avg_min_intensity,0.6299978159332389,55693.13768336495,88402.11231663503
WW141S175G0.mat,10,gaussian,7,q1,0.7794031088699206,69082.22173429024,88634.77826570974
WW141S175G0.mat,10,gaussian,7,avg_min_intensity,0.6468072867804053,57192.83092732975,88423.29407267027
WW141S175G0.mat,10,gaussian,9,q1,0.31340581151127817,32017.290086341236,102159.20991365875
WW141S175G0.mat,10,gaussian,9,avg_min_intensity,0.49641210051190465,44554.89813389,89753.85186611
WW141S175G0.mat,10,gaussian,11,q1,0.4119875543088388,42854.23188439087,104018.26811560913
WW141S175G0.mat,10,gaussian,11,avg_min_intensity,0.5447744583277226,48111.04875737006,88313.70124262995
WW141S175G0.mat,10,gaussian,13,q1,0.5754423815384566,53284.01422611429,92596.6107738857
WW141S175G0.mat,10,gaussian,13,avg_min_intensity,0.43913911052935733,38763.477761074246,88271.52223892577
WW141S175G0.mat,10,gaussian,15,q1,0.6037960527265008,60447.66133728546,100112.71366271454
WW141S175G0.mat,10,gaussian,15,avg_min_intensity,0.6569159189323094,58073.10486494289,88402.64513505712
WW141S175G0.mat,10,gaussian,17,q1,0.2863846978009223,31343.512782467693,109445.4872175323
WW141S175G0.mat,10,gaussian,17,avg_min_intensity,0.5253870451441649,46396.43743859026,88309.06256140974
WW141S175G0.mat,10,gaussian,19,q1,0.3513998643592703,36196.21786903992,103005.78213096008
WW141S175G0.mat,10,gaussian,19,avg_min_intensity,0.4554353256206053,40227.74888063217,88328.12611936781
WW141S175G0.mat,10,gaussian,21,q1,0.4137021866795753,41819.35314558912,101085.6468544109
WW141S175G0.mat,10,gaussian,21,avg_min_intensity,0.5243768767402041,46337.917117176235,88367.58288282374
WW141S175G0.mat,10,gaussian,23,q1,0.3256054585738342,33493.45941241802,102865.16558758199
WW141S175G0.mat,10,gaussian,23,avg_min_intensity,0.42944780461880655,37926.62792695845,88314.87207304157
WW141S175G0.mat,10,gaussian,25,q1,0.604068258601484,56256.264248332314,93128.98575166769
WW141S175G0.mat,10,gaussian,25,avg_min_intensity,0.5246341882570837,46352.830856465116,88352.66914353489
WW141S175G0.mat,10,gaussian,27,q1,0.41360071397420434,40922.12142148666,98941.12857851332
WW141S175G0.mat,10,gaussian,27,avg_min_intensity,0.5242173197791954,46328.666688911515,88376.83331108847
WW141S175G0.mat,10,gaussian,29,q1,0.4674359369197891,43246.00292617652,92517.49707382348
WW141S175G0.mat,10,gaussian,29,avg_min_intensity,0.48894467694811916,43192.757777824685,88338.74222217532
WW141S175G0.mat,10,gaussian,31,q1,0.33623675101389283,33197.055920884035,98731.19407911594
WW141S175G0.mat,10,gaussian,31,avg_min_intensity,0.5947980719064508,52804.80300244237,88777.6969975576
WW182S125GP10.mat,10,gaussian,3,q1,0.9151972702278665,98416.46076221761,107535.78923778237
WW182S125GP10.mat,10,gaussian,3,avg_min_intensity,0.653634260672566,70037.29206037577,107150.58293962425
WW182S125GP10.mat,10,gaussian,5,q1,0.8829990188279508,94748.17702739881,107302.69797260119
WW182S125GP10.mat,10,gaussian,5,avg_min_intensity,0.6174012779821698,67384.49224477535,109142.13275522467
WW182S125GP10.mat,10,gaussian,7,q1,0.885385674025079,95567.16561543323,107938.45938456674
WW182S125GP10.mat,10,gaussian,7,avg_min_intensity,0.49179964256537617,52658.269240879104,107072.60575912091
WW182S125GP10.mat,10,gaussian,9,q1,0.9052938796298841,97480.4793702463,107678.27062975368
WW182S125GP10.mat,10,gaussian,9,avg_min_intensity,0.3894709637306516,41677.487451554174,107010.51254844581
WW182S125GP10.mat,10,gaussian,11,q1,0.8479480930164158,92288.12586562369,108836.99913437631
WW182S125GP10.mat,10,gaussian,11,avg_min_intensity,0.47073259128548667,50404.95096657623,107077.67403342375
WW182S125GP10.mat,10,gaussian,13,q1,0.8562643708530312,93172.25907922692,108812.49092077307
WW182S125GP10.mat,10,gaussian,13,avg_min_intensity,0.5760227139038984,61715.45785711744,107140.66714288256
WW182S125GP10.mat,10,gaussian,15,q1,0.8755931708143592,94880.13917291084,108360.98582708917
WW182S125GP10.mat,10,gaussian,15,avg_min_intensity,0.3811967929030606,40799.18425789888,107029.1907421011
WW182S125GP10.mat,10,gaussian,17,q1,0.9312295387802345,100552.699436093,107978.425563907
WW182S125GP10.mat,10,gaussian,17,avg_min_intensity,0.5013825580300373,53695.000663954066,107093.87433604593
WW182S125GP10.mat,10,gaussian,19,q1,0.9308939252062824,100438.29382072373,107894.45617927628
WW182S125GP10.mat,10,gaussian,19,avg_min_intensity,0.5726140552382711,61362.8433782733,107162.65662172671
WW182S125GP10.mat,10,gaussian,21,q1,0.9180779089796265,99654.07494328376,108546.42505671622
WW182S125GP10.mat,10,gaussian,21,avg_min_intensity,0.5850205619884105,62689.76869798746,107158.23130201256
WW182S125GP10.mat,10,gaussian,23,q1,0.9112901908354076,99268.58531832759,108931.91468167241
WW182S125GP10.mat,10,gaussian,23,avg_min_intensity,0.6045455130572266,64790.97274672641,107173.02725327358
WW182S125GP10.mat,10,gaussian,25,q1,0.9644545509305885,105463.05352338632,109349.94647661367
WW182S125GP10.mat,10,gaussian,25,avg_min_intensity,0.6207447461482951,67077.80087474229,108060.19912525766
WW182S125GP10.mat,10,gaussian,27,q1,0.9557520025945969,106721.45861015028,111662.2913898497
WW182S125GP10.mat,10,gaussian,27,avg_min_intensity,0.6481106405053644,69704.18165428011,107549.81834571989
WW182S125GP10.mat,10,gaussian,29,q1,0.9599663934085598,103172.2592531106,107474.86574688942
WW182S125GP10.mat,10,gaussian,29,avg_min_intensity,0.7142706647992119,76665.20356639099,107333.54643360902
WW182S125GP10.mat,10,gaussian,31,q1,0.9623019361307157,103819.01374362421,107886.11125637578
WW182S125GP10.mat,10,gaussian,31,avg_min_intensity,0.7113495025109497,76262.10496267302,107207.64503732696
WW172S075G0.mat,10,gaussian,3,q1,0.7293069909531023,74633.36483931946,102334.63516068054
WW172S075G0.mat,10,gaussian,3,avg_min_intensity,0.6878788870761181,70396.903680579,102339.09631942103
WW172S075G0.mat,10,gaussian,5,q1,0.6905218660646443,70637.93123818525,102296.44376181473
WW172S075G0.mat,10,gaussian,5,avg_min_intensity,0.6479878377507484,66775.67880474942,103050.82119525058
WW172S075G0.mat,10,gaussian,7,q1,0.6330824960409077,64758.489793471206,102290.7602065288
WW172S075G0.mat,10,gaussian,7,avg_min_intensity,0.48066284494005546,51438.09073724008,107014.90926275993
WW172S075G0.mat,10,gaussian,9,q1,0.6032841063326043,62160.64675204364,103037.10324795637
WW172S075G0.mat,10,gaussian,9,avg_min_intensity,0.6425012566534475,65707.19392096868,102267.80607903129
WW172S075G0.mat,10,gaussian,11,q1,0.5897866029055775,60819.751820906575,103121.62317909343
WW172S075G0.mat,10,gaussian,11,avg_min_intensity,0.6175063278357082,63117.1077504726,102212.89224952742
WW172S075G0.mat,10,gaussian,13,q1,0.5714256401510288,58628.990430056714,102601.25956994329
WW172S075G0.mat,10,gaussian,13,avg_min_intensity,0.5133598382751782,55903.56805293005,108897.43194706994
WW172S075G0.mat,10,gaussian,15,q1,0.5946809889271264,61950.0,104173.5
WW172S075G0.mat,10,gaussian,15,avg_min_intensity,0.6141575749333771,66930.5529300567,108979.44706994329
WW172S075G0.mat,10,gaussian,17,q1,0.5933058959907987,61146.019756140246,103059.85524385978
WW172S075G0.mat,10,gaussian,17,avg_min_intensity,0.6666205489923784,68668.34966069827,103009.65033930173
WW172S075G0.mat,10,gaussian,19,q1,0.5665556530629735,58668.75,103553.375
WW172S075G0.mat,10,gaussian,19,avg_min_intensity,0.6326825390186475,64682.183364839315,102234.81663516068
WW172S075G0.mat,10,gaussian,21,q1,0.5487040254228375,56701.984877126655,103338.01512287333
WW172S075G0.mat,10,gaussian,21,avg_min_intensity,0.6276350594461683,64161.15311909263,102226.84688090737
WW172S075G0.mat,10,gaussian,23,q1,0.578586497158764,59142.88752362949,102219.6124763705
WW172S075G0.mat,10,gaussian,23,avg_min_intensity,0.6015770181551285,61504.39508506617,102238.60491493384
WW172S075G0.mat,10,gaussian,25,q1,0.6168012434023065,63072.53287182736,102257.46712817263
WW172S075G0.mat,10,gaussian,25,avg_min_intensity,0.6550468048877579,67005.83096682033,102291.66903317964
WW172S075G0.mat,10,gaussian,27,q1,0.6083621733366253,62285.870863774915,102382.87913622506
WW172S075G0.mat,10,gaussian,27,avg_min_intensity,0.6480441808420265,66259.16824196598,102244.83175803402
WW172S075G0.mat,10,gaussian,29,q1,0.6372206881385315,65171.45557655954,102274.54442344047
WW172S075G0.mat,10,gaussian,29,avg_min_intensity,0.554461511815358,57273.422219832544,103295.57778016746
WW172S075G0.mat,10,gaussian,31,q1,0.6171922844793154,63097.258979206046,102232.74102079397
